date,KQ.m@CFFEX.IC
2024-08-15,CFFEX.IC2409
2024-08-16,CFFEX.IC2409
2024-08-19,CFFEX.IC2409
2024-08-20,CFFEX.IC2409
2024-08-21,CFFEX.IC2409
2024-08-22,CFFEX.IC2409
2024-08-23,CFFEX.IC2409
2024-08-26,CFFEX.IC2409
2024-08-27,CFFEX.IC2409
2024-08-28,CFFEX.IC2409
2024-08-29,CFFEX.IC2409
2024-08-30,CFFEX.IC2409
2024-09-02,CFFEX.IC2409
2024-09-03,CFFEX.IC2409
2024-09-04,CFFEX.IC2409
2024-09-05,CFFEX.IC2409
2024-09-06,CFFEX.IC2409
2024-09-09,CFFEX.IC2409
2024-09-10,CFFEX.IC2409
2024-09-11,CFFEX.IC2409
2024-09-12,CFFEX.IC2409
2024-09-13,CFFEX.IC2409
2024-09-18,CFFEX.IC2409
2024-09-19,CFFEX.IC2410
2024-09-20,CFFEX.IC2410
2024-09-23,CFFEX.IC2410
2024-09-24,CFFEX.IC2410
2024-09-25,CFFEX.IC2410
2024-09-26,CFFEX.IC2410
2024-09-27,CFFEX.IC2410
2024-09-30,CFFEX.IC2410
2024-10-08,CFFEX.IC2410
2024-10-09,CFFEX.IC2410
2024-10-10,CFFEX.IC2410
2024-10-11,CFFEX.IC2410
2024-10-14,CFFEX.IC2410
2024-10-15,CFFEX.IC2410
2024-10-16,CFFEX.IC2410
2024-10-17,CFFEX.IC2411
2024-10-18,CFFEX.IC2411
2024-10-21,CFFEX.IC2411
2024-10-22,CFFEX.IC2411
2024-10-23,CFFEX.IC2412
2024-10-24,CFFEX.IC2412
2024-10-25,CFFEX.IC2412
2024-10-28,CFFEX.IC2412
2024-10-29,CFFEX.IC2412
2024-10-30,CFFEX.IC2412
2024-10-31,CFFEX.IC2412
2024-11-01,CFFEX.IC2412
2024-11-04,CFFEX.IC2412
2024-11-05,CFFEX.IC2412
2024-11-06,CFFEX.IC2412
2024-11-07,CFFEX.IC2412
2024-11-08,CFFEX.IC2412
2024-11-11,CFFEX.IC2412
2024-11-12,CFFEX.IC2412
2024-11-13,CFFEX.IC2412
2024-11-14,CFFEX.IC2412
2024-11-15,CFFEX.IC2412
2024-11-18,CFFEX.IC2412
2024-11-19,CFFEX.IC2412
2024-11-20,CFFEX.IC2412
2024-11-21,CFFEX.IC2412
2024-11-22,CFFEX.IC2412
2024-11-25,CFFEX.IC2412
2024-11-26,CFFEX.IC2412
2024-11-27,CFFEX.IC2412
2024-11-28,CFFEX.IC2412
2024-11-29,CFFEX.IC2412
2024-12-02,CFFEX.IC2412
2024-12-03,CFFEX.IC2412
2024-12-04,CFFEX.IC2412
2024-12-05,CFFEX.IC2412
2024-12-06,CFFEX.IC2412
2024-12-09,CFFEX.IC2412
2024-12-10,CFFEX.IC2412
2024-12-11,CFFEX.IC2412
2024-12-12,CFFEX.IC2412
2024-12-13,CFFEX.IC2412
2024-12-16,CFFEX.IC2412
2024-12-17,CFFEX.IC2412
2024-12-18,CFFEX.IC2412
2024-12-19,CFFEX.IC2503
2024-12-20,CFFEX.IC2501
2024-12-23,CFFEX.IC2501
2024-12-24,CFFEX.IC2501
2024-12-25,CFFEX.IC2501
2024-12-26,CFFEX.IC2501
2024-12-27,CFFEX.IC2501
2024-12-30,CFFEX.IC2501
2024-12-31,CFFEX.IC2501
2025-01-02,CFFEX.IC2501
2025-01-03,CFFEX.IC2501
2025-01-06,CFFEX.IC2501
2025-01-07,CFFEX.IC2501
2025-01-08,CFFEX.IC2501
2025-01-09,CFFEX.IC2501
2025-01-10,CFFEX.IC2501
2025-01-13,CFFEX.IC2501
2025-01-14,CFFEX.IC2501
2025-01-15,CFFEX.IC2501
2025-01-16,CFFEX.IC2503
2025-01-17,CFFEX.IC2503
2025-01-20,CFFEX.IC2503
2025-01-21,CFFEX.IC2503
2025-01-22,CFFEX.IC2503
2025-01-23,CFFEX.IC2503
2025-01-24,CFFEX.IC2503
2025-01-27,CFFEX.IC2503
2025-02-05,CFFEX.IC2503
2025-02-06,CFFEX.IC2503
2025-02-07,CFFEX.IC2503
2025-02-10,CFFEX.IC2503
2025-02-11,CFFEX.IC2503
2025-02-12,CFFEX.IC2503
2025-02-13,CFFEX.IC2503
2025-02-14,CFFEX.IC2503
2025-02-17,CFFEX.IC2503
2025-02-18,CFFEX.IC2503
2025-02-19,CFFEX.IC2503
2025-02-20,CFFEX.IC2503
2025-02-21,CFFEX.IC2503
2025-02-24,CFFEX.IC2503
2025-02-25,CFFEX.IC2503
2025-02-26,CFFEX.IC2503
2025-02-27,CFFEX.IC2503
2025-02-28,CFFEX.IC2503
2025-03-03,CFFEX.IC2503
2025-03-04,CFFEX.IC2503
2025-03-05,CFFEX.IC2503
2025-03-06,CFFEX.IC2503
2025-03-07,CFFEX.IC2503
2025-03-10,CFFEX.IC2503
2025-03-11,CFFEX.IC2503
2025-03-12,CFFEX.IC2503
2025-03-13,CFFEX.IC2503
2025-03-14,CFFEX.IC2503
2025-03-17,CFFEX.IC2503
2025-03-18,CFFEX.IC2503
2025-03-19,CFFEX.IC2503
2025-03-20,CFFEX.IC2504
2025-03-21,CFFEX.IC2504
2025-03-24,CFFEX.IC2504
2025-03-25,CFFEX.IC2504
2025-03-26,CFFEX.IC2504
2025-03-27,CFFEX.IC2504
2025-03-28,CFFEX.IC2504
2025-03-31,CFFEX.IC2504
2025-04-01,CFFEX.IC2504
2025-04-02,CFFEX.IC2504
2025-04-03,CFFEX.IC2504
2025-04-07,CFFEX.IC2504
2025-04-08,CFFEX.IC2504
2025-04-09,CFFEX.IC2504
2025-04-10,CFFEX.IC2504
2025-04-11,CFFEX.IC2504
2025-04-14,CFFEX.IC2504
2025-04-15,CFFEX.IC2504
2025-04-16,CFFEX.IC2504
2025-04-17,CFFEX.IC2506
2025-04-18,CFFEX.IC2506
2025-04-21,CFFEX.IC2506
2025-04-22,CFFEX.IC2506
2025-04-23,CFFEX.IC2506
2025-04-24,CFFEX.IC2506
2025-04-25,CFFEX.IC2506
2025-04-28,CFFEX.IC2506
2025-04-29,CFFEX.IC2506
2025-04-30,CFFEX.IC2506
2025-05-06,CFFEX.IC2506
2025-05-07,CFFEX.IC2506
2025-05-08,CFFEX.IC2506
2025-05-09,CFFEX.IC2506
2025-05-12,CFFEX.IC2506
2025-05-13,CFFEX.IC2506
2025-05-14,CFFEX.IC2506
2025-05-15,CFFEX.IC2506
2025-05-16,CFFEX.IC2506
2025-05-19,CFFEX.IC2506
2025-05-20,CFFEX.IC2506
2025-05-21,CFFEX.IC2506
2025-05-22,CFFEX.IC2506
2025-05-23,CFFEX.IC2506
2025-05-26,CFFEX.IC2506
2025-05-27,CFFEX.IC2506
2025-05-28,CFFEX.IC2506
2025-05-29,CFFEX.IC2506
2025-05-30,CFFEX.IC2506
2025-06-03,CFFEX.IC2506
2025-06-04,CFFEX.IC2506
2025-06-05,CFFEX.IC2506
2025-06-06,CFFEX.IC2506
2025-06-09,CFFEX.IC2506
2025-06-10,CFFEX.IC2506
2025-06-11,CFFEX.IC2506
2025-06-12,CFFEX.IC2506
2025-06-13,CFFEX.IC2506
2025-06-16,CFFEX.IC2506
2025-06-17,CFFEX.IC2506
2025-06-18,CFFEX.IC2506
2025-06-19,CFFEX.IC2509
2025-06-20,CFFEX.IC2509
2025-06-23,CFFEX.IC2509
2025-06-24,CFFEX.IC2509
2025-06-25,CFFEX.IC2509
2025-06-26,CFFEX.IC2509
2025-06-27,CFFEX.IC2509
2025-06-30,CFFEX.IC2509
2025-07-01,CFFEX.IC2509
2025-07-02,CFFEX.IC2509
2025-07-03,CFFEX.IC2509
2025-07-04,CFFEX.IC2509
2025-07-07,CFFEX.IC2509
2025-07-08,CFFEX.IC2509
2025-07-09,CFFEX.IC2509
2025-07-10,CFFEX.IC2509
2025-07-11,CFFEX.IC2509
2025-07-14,CFFEX.IC2509
2025-07-15,CFFEX.IC2509
2025-07-16,CFFEX.IC2509
2025-07-17,CFFEX.IC2509
2025-07-18,CFFEX.IC2509
2025-07-21,CFFEX.IC2509
2025-07-22,CFFEX.IC2509
2025-07-23,CFFEX.IC2509
2025-07-24,CFFEX.IC2509
2025-07-25,CFFEX.IC2509
2025-07-28,CFFEX.IC2509
2025-07-29,CFFEX.IC2509
2025-07-30,CFFEX.IC2509
2025-07-31,CFFEX.IC2509
2025-08-01,CFFEX.IC2509
2025-08-04,CFFEX.IC2509
2025-08-05,CFFEX.IC2509
2025-08-06,CFFEX.IC2509
2025-08-07,CFFEX.IC2509
2025-08-08,CFFEX.IC2509
2025-08-11,CFFEX.IC2509
2025-08-12,CFFEX.IC2509
2025-08-13,CFFEX.IC2509
2025-08-14,CFFEX.IC2509
2025-08-15,CFFEX.IC2509
2025-08-18,CFFEX.IC2509
2025-08-19,CFFEX.IC2509
2025-08-20,CFFEX.IC2509
2025-08-21,CFFEX.IC2509
2025-08-22,CFFEX.IC2509
2025-08-25,CFFEX.IC2509
2025-08-26,CFFEX.IC2509
2025-08-27,CFFEX.IC2509
2025-08-28,CFFEX.IC2509
2025-08-29,CFFEX.IC2509
2025-09-01,CFFEX.IC2509
2025-09-02,CFFEX.IC2509
2025-09-03,CFFEX.IC2509
2025-09-04,CFFEX.IC2509
2025-09-05,CFFEX.IC2509
2025-09-08,CFFEX.IC2509
2025-09-09,CFFEX.IC2509
2025-09-10,CFFEX.IC2509
2025-09-11,CFFEX.IC2509
2025-09-12,CFFEX.IC2509
2025-09-15,CFFEX.IC2509
2025-09-16,CFFEX.IC2509
2025-09-17,CFFEX.IC2509
2025-09-18,CFFEX.IC2512
2025-09-19,CFFEX.IC2512
2025-09-22,CFFEX.IC2512
2025-09-23,CFFEX.IC2512
2025-09-24,CFFEX.IC2512
2025-09-25,CFFEX.IC2512
2025-09-26,CFFEX.IC2512
2025-09-29,CFFEX.IC2512
2025-09-30,CFFEX.IC2512
2025-10-09,CFFEX.IC2512
2025-10-10,CFFEX.IC2512
2025-10-13,CFFEX.IC2512
2025-10-14,CFFEX.IC2512
2025-10-15,CFFEX.IC2512
2025-10-16,CFFEX.IC2512
2025-10-17,CFFEX.IC2512
2025-10-20,CFFEX.IC2512
2025-10-21,CFFEX.IC2512
2025-10-22,CFFEX.IC2512
2025-10-23,CFFEX.IC2512
2025-10-24,CFFEX.IC2512
2025-10-27,CFFEX.IC2512
2025-10-28,CFFEX.IC2512
2025-10-29,CFFEX.IC2512
2025-10-30,CFFEX.IC2512
2025-10-31,CFFEX.IC2512
2025-11-03,CFFEX.IC2512
2025-11-04,CFFEX.IC2512
2025-11-05,CFFEX.IC2512
2025-11-06,CFFEX.IC2512
2025-11-07,CFFEX.IC2512
2025-11-10,CFFEX.IC2512
2025-11-11,CFFEX.IC2512
2025-11-12,CFFEX.IC2512
2025-11-13,CFFEX.IC2512
2025-11-14,CFFEX.IC2512
2025-11-17,CFFEX.IC2512
2025-11-18,CFFEX.IC2512
2025-11-19,CFFEX.IC2512
2025-11-20,CFFEX.IC2512
2025-11-21,CFFEX.IC2512
2025-11-24,CFFEX.IC2512
2025-11-25,CFFEX.IC2512
2025-11-26,CFFEX.IC2512
2025-11-27,CFFEX.IC2512
2025-11-28,CFFEX.IC2512
2025-12-01,CFFEX.IC2512
2025-12-02,CFFEX.IC2512
2025-12-03,CFFEX.IC2512
2025-12-04,CFFEX.IC2512
2025-12-05,CFFEX.IC2512
2025-12-08,CFFEX.IC2512
2025-12-09,CFFEX.IC2512
2025-12-10,CFFEX.IC2512
2025-12-11,CFFEX.IC2512
2025-12-12,CFFEX.IC2512
2025-12-15,CFFEX.IC2512
2025-12-16,CFFEX.IC2512
2025-12-17,CFFEX.IC2512
2025-12-18,CFFEX.IC2603
2025-12-19,CFFEX.IC2603
2025-12-22,CFFEX.IC2603
2025-12-23,CFFEX.IC2603
2025-12-24,CFFEX.IC2603
2025-12-25,CFFEX.IC2603
2025-12-26,CFFEX.IC2603
2025-12-29,CFFEX.IC2603
2025-12-30,CFFEX.IC2603
2025-12-31,CFFEX.IC2603
2026-01-05,CFFEX.IC2603
2026-01-06,CFFEX.IC2603
2026-01-07,CFFEX.IC2603
2026-01-08,CFFEX.IC2603
2026-01-09,CFFEX.IC2603
2026-01-12,CFFEX.IC2603
2026-01-13,CFFEX.IC2603
2026-01-14,CFFEX.IC2603
2026-01-15,CFFEX.IC2603
2026-01-16,CFFEX.IC2603
2026-01-19,CFFEX.IC2603
2026-01-20,CFFEX.IC2603
2026-01-21,CFFEX.IC2603
2026-01-22,CFFEX.IC2603
2026-01-23,CFFEX.IC2603
2026-01-26,CFFEX.IC2603
2026-01-27,CFFEX.IC2603
2026-01-28,CFFEX.IC2603
2026-01-29,CFFEX.IC2603
2026-01-30,CFFEX.IC2603
2026-02-02,CFFEX.IC2603
2026-02-03,CFFEX.IC2603
2026-02-04,CFFEX.IC2603
2026-02-05,CFFEX.IC2603
2026-02-06,CFFEX.IC2603
2026-02-09,CFFEX.IC2603
2026-02-10,CFFEX.IC2603
2026-02-11,CFFEX.IC2603
2026-02-12,CFFEX.IC2603
2026-02-13,CFFEX.IC2603
2026-02-24,CFFEX.IC2603
2026-02-25,CFFEX.IC2603
2026-02-26,CFFEX.IC2603
2026-02-27,CFFEX.IC2603
2026-03-02,CFFEX.IC2603
2026-03-03,CFFEX.IC2603
2026-03-04,CFFEX.IC2603
2026-03-05,CFFEX.IC2603
2026-03-06,CFFEX.IC2603
2026-03-09,CFFEX.IC2603
2026-03-10,CFFEX.IC2603
2026-03-11,CFFEX.IC2603
2026-03-12,CFFEX.IC2603
2026-03-13,CFFEX.IC2603
2026-03-16,CFFEX.IC2603
2026-03-17,CFFEX.IC2603
2026-03-18,CFFEX.IC2603
2026-03-19,CFFEX.IC2606
2026-03-20,CFFEX.IC2606
2026-03-23,CFFEX.IC2606
2026-03-24,CFFEX.IC2606
2026-03-25,CFFEX.IC2606
2026-03-26,CFFEX.IC2606
2026-03-27,CFFEX.IC2606
2026-03-30,CFFEX.IC2606
2026-03-31,CFFEX.IC2606
2026-04-01,CFFEX.IC2606
2026-04-02,CFFEX.IC2606
2026-04-03,CFFEX.IC2606
2026-04-07,CFFEX.IC2606
2026-04-08,CFFEX.IC2606
2026-04-09,CFFEX.IC2606
2026-04-10,CFFEX.IC2606
2026-04-13,CFFEX.IC2606
2026-04-14,CFFEX.IC2606
2026-04-15,CFFEX.IC2606
2026-04-16,CFFEX.IC2606
2026-04-17,CFFEX.IC2606
