datetime,KQ.m@CFFEX.IC,expire_rest_days
2021-09-27 00:00:00+08:00,CFFEX.IC2110,21
2021-09-28 00:00:00+08:00,CFFEX.IC2110,18
2021-09-29 00:00:00+08:00,CFFEX.IC2110,17
2021-09-30 00:00:00+08:00,CFFEX.IC2110,16
2021-10-08 00:00:00+08:00,CFFEX.IC2110,8
2021-10-11 00:00:00+08:00,CFFEX.IC2110,7
2021-10-12 00:00:00+08:00,CFFEX.IC2110,4
2021-10-13 00:00:00+08:00,CFFEX.IC2110,3
2021-10-14 00:00:00+08:00,CFFEX.IC2111,37
2021-10-15 00:00:00+08:00,CFFEX.IC2111,36
2021-10-18 00:00:00+08:00,CFFEX.IC2111,35
2021-10-19 00:00:00+08:00,CFFEX.IC2111,32
2021-10-20 00:00:00+08:00,CFFEX.IC2111,31
2021-10-21 00:00:00+08:00,CFFEX.IC2111,30
2021-10-22 00:00:00+08:00,CFFEX.IC2111,29
2021-10-25 00:00:00+08:00,CFFEX.IC2111,28
2021-10-26 00:00:00+08:00,CFFEX.IC2111,25
2021-10-27 00:00:00+08:00,CFFEX.IC2111,24
2021-10-28 00:00:00+08:00,CFFEX.IC2111,23
2021-10-29 00:00:00+08:00,CFFEX.IC2111,22
2021-11-01 00:00:00+08:00,CFFEX.IC2111,21
2021-11-02 00:00:00+08:00,CFFEX.IC2111,18
2021-11-03 00:00:00+08:00,CFFEX.IC2111,17
2021-11-04 00:00:00+08:00,CFFEX.IC2111,16
2021-11-05 00:00:00+08:00,CFFEX.IC2111,15
2021-11-08 00:00:00+08:00,CFFEX.IC2111,14
2021-11-09 00:00:00+08:00,CFFEX.IC2111,11
2021-11-10 00:00:00+08:00,CFFEX.IC2111,10
2021-11-11 00:00:00+08:00,CFFEX.IC2111,9
2021-11-12 00:00:00+08:00,CFFEX.IC2111,8
2021-11-15 00:00:00+08:00,CFFEX.IC2111,7
2021-11-16 00:00:00+08:00,CFFEX.IC2111,4
2021-11-17 00:00:00+08:00,CFFEX.IC2111,3
2021-11-18 00:00:00+08:00,CFFEX.IC2112,30
2021-11-19 00:00:00+08:00,CFFEX.IC2112,29
2021-11-22 00:00:00+08:00,CFFEX.IC2112,28
2021-11-23 00:00:00+08:00,CFFEX.IC2112,25
2021-11-24 00:00:00+08:00,CFFEX.IC2112,24
2021-11-25 00:00:00+08:00,CFFEX.IC2112,23
2021-11-26 00:00:00+08:00,CFFEX.IC2112,22
2021-11-29 00:00:00+08:00,CFFEX.IC2112,21
2021-11-30 00:00:00+08:00,CFFEX.IC2112,18
2021-12-01 00:00:00+08:00,CFFEX.IC2112,17
2021-12-02 00:00:00+08:00,CFFEX.IC2112,16
2021-12-03 00:00:00+08:00,CFFEX.IC2112,15
2021-12-06 00:00:00+08:00,CFFEX.IC2112,14
2021-12-07 00:00:00+08:00,CFFEX.IC2112,11
2021-12-08 00:00:00+08:00,CFFEX.IC2112,10
2021-12-09 00:00:00+08:00,CFFEX.IC2112,9
2021-12-10 00:00:00+08:00,CFFEX.IC2112,8
2021-12-13 00:00:00+08:00,CFFEX.IC2112,7
2021-12-14 00:00:00+08:00,CFFEX.IC2112,4
2021-12-15 00:00:00+08:00,CFFEX.IC2112,3
2021-12-16 00:00:00+08:00,CFFEX.IC2201,37
2021-12-17 00:00:00+08:00,CFFEX.IC2201,36
2021-12-20 00:00:00+08:00,CFFEX.IC2201,35
2021-12-21 00:00:00+08:00,CFFEX.IC2201,32
2021-12-22 00:00:00+08:00,CFFEX.IC2201,31
2021-12-23 00:00:00+08:00,CFFEX.IC2201,30
2021-12-24 00:00:00+08:00,CFFEX.IC2201,29
2021-12-27 00:00:00+08:00,CFFEX.IC2201,28
2021-12-28 00:00:00+08:00,CFFEX.IC2201,25
2021-12-29 00:00:00+08:00,CFFEX.IC2201,24
2021-12-30 00:00:00+08:00,CFFEX.IC2201,23
2021-12-31 00:00:00+08:00,CFFEX.IC2201,22
2022-01-04 00:00:00+08:00,CFFEX.IC2201,18
2022-01-05 00:00:00+08:00,CFFEX.IC2201,17
2022-01-06 00:00:00+08:00,CFFEX.IC2201,16
2022-01-07 00:00:00+08:00,CFFEX.IC2201,15
2022-01-10 00:00:00+08:00,CFFEX.IC2201,14
2022-01-11 00:00:00+08:00,CFFEX.IC2201,11
2022-01-12 00:00:00+08:00,CFFEX.IC2201,10
2022-01-13 00:00:00+08:00,CFFEX.IC2201,9
2022-01-14 00:00:00+08:00,CFFEX.IC2201,8
2022-01-17 00:00:00+08:00,CFFEX.IC2201,7
2022-01-18 00:00:00+08:00,CFFEX.IC2201,4
2022-01-19 00:00:00+08:00,CFFEX.IC2201,3
2022-01-20 00:00:00+08:00,CFFEX.IC2202,30
2022-01-21 00:00:00+08:00,CFFEX.IC2202,29
2022-01-24 00:00:00+08:00,CFFEX.IC2202,28
2022-01-25 00:00:00+08:00,CFFEX.IC2202,25
2022-01-26 00:00:00+08:00,CFFEX.IC2202,24
2022-01-27 00:00:00+08:00,CFFEX.IC2202,23
2022-01-28 00:00:00+08:00,CFFEX.IC2202,22
2022-02-07 00:00:00+08:00,CFFEX.IC2202,14
2022-02-08 00:00:00+08:00,CFFEX.IC2202,11
2022-02-09 00:00:00+08:00,CFFEX.IC2202,10
2022-02-10 00:00:00+08:00,CFFEX.IC2202,9
2022-02-11 00:00:00+08:00,CFFEX.IC2202,8
2022-02-14 00:00:00+08:00,CFFEX.IC2202,7
2022-02-15 00:00:00+08:00,CFFEX.IC2202,4
2022-02-16 00:00:00+08:00,CFFEX.IC2202,3
2022-02-17 00:00:00+08:00,CFFEX.IC2203,30
2022-02-18 00:00:00+08:00,CFFEX.IC2203,29
2022-02-21 00:00:00+08:00,CFFEX.IC2203,28
2022-02-22 00:00:00+08:00,CFFEX.IC2203,25
2022-02-23 00:00:00+08:00,CFFEX.IC2203,24
2022-02-24 00:00:00+08:00,CFFEX.IC2203,23
2022-02-25 00:00:00+08:00,CFFEX.IC2203,22
2022-02-28 00:00:00+08:00,CFFEX.IC2203,21
2022-03-01 00:00:00+08:00,CFFEX.IC2203,18
2022-03-02 00:00:00+08:00,CFFEX.IC2203,17
2022-03-03 00:00:00+08:00,CFFEX.IC2203,16
2022-03-04 00:00:00+08:00,CFFEX.IC2203,15
2022-03-07 00:00:00+08:00,CFFEX.IC2203,14
2022-03-08 00:00:00+08:00,CFFEX.IC2203,11
2022-03-09 00:00:00+08:00,CFFEX.IC2203,10
2022-03-10 00:00:00+08:00,CFFEX.IC2203,9
2022-03-11 00:00:00+08:00,CFFEX.IC2203,8
2022-03-14 00:00:00+08:00,CFFEX.IC2203,7
2022-03-15 00:00:00+08:00,CFFEX.IC2203,4
2022-03-16 00:00:00+08:00,CFFEX.IC2203,3
2022-03-17 00:00:00+08:00,CFFEX.IC2204,30
2022-03-18 00:00:00+08:00,CFFEX.IC2204,29
2022-03-21 00:00:00+08:00,CFFEX.IC2204,28
2022-03-22 00:00:00+08:00,CFFEX.IC2204,25
2022-03-23 00:00:00+08:00,CFFEX.IC2204,24
2022-03-24 00:00:00+08:00,CFFEX.IC2204,23
2022-03-25 00:00:00+08:00,CFFEX.IC2204,22
2022-03-28 00:00:00+08:00,CFFEX.IC2204,21
2022-03-29 00:00:00+08:00,CFFEX.IC2204,18
2022-03-30 00:00:00+08:00,CFFEX.IC2204,17
2022-03-31 00:00:00+08:00,CFFEX.IC2204,16
2022-04-01 00:00:00+08:00,CFFEX.IC2204,15
2022-04-06 00:00:00+08:00,CFFEX.IC2204,10
2022-04-07 00:00:00+08:00,CFFEX.IC2204,9
2022-04-08 00:00:00+08:00,CFFEX.IC2204,8
2022-04-11 00:00:00+08:00,CFFEX.IC2204,7
2022-04-12 00:00:00+08:00,CFFEX.IC2204,4
2022-04-13 00:00:00+08:00,CFFEX.IC2204,3
2022-04-14 00:00:00+08:00,CFFEX.IC2205,37
2022-04-15 00:00:00+08:00,CFFEX.IC2205,36
2022-04-18 00:00:00+08:00,CFFEX.IC2205,35
2022-04-19 00:00:00+08:00,CFFEX.IC2205,32
2022-04-20 00:00:00+08:00,CFFEX.IC2205,31
2022-04-21 00:00:00+08:00,CFFEX.IC2205,30
2022-04-22 00:00:00+08:00,CFFEX.IC2205,29
2022-04-25 00:00:00+08:00,CFFEX.IC2205,28
2022-04-26 00:00:00+08:00,CFFEX.IC2205,25
2022-04-27 00:00:00+08:00,CFFEX.IC2205,24
2022-04-28 00:00:00+08:00,CFFEX.IC2205,23
2022-04-29 00:00:00+08:00,CFFEX.IC2205,22
2022-05-05 00:00:00+08:00,CFFEX.IC2205,16
2022-05-06 00:00:00+08:00,CFFEX.IC2205,15
2022-05-09 00:00:00+08:00,CFFEX.IC2205,14
2022-05-10 00:00:00+08:00,CFFEX.IC2205,11
2022-05-11 00:00:00+08:00,CFFEX.IC2205,10
2022-05-12 00:00:00+08:00,CFFEX.IC2205,9
2022-05-13 00:00:00+08:00,CFFEX.IC2205,8
2022-05-16 00:00:00+08:00,CFFEX.IC2205,7
2022-05-17 00:00:00+08:00,CFFEX.IC2205,4
2022-05-18 00:00:00+08:00,CFFEX.IC2205,3
2022-05-19 00:00:00+08:00,CFFEX.IC2206,30
2022-05-20 00:00:00+08:00,CFFEX.IC2206,29
2022-05-23 00:00:00+08:00,CFFEX.IC2206,28
2022-05-24 00:00:00+08:00,CFFEX.IC2206,25
2022-05-25 00:00:00+08:00,CFFEX.IC2206,24
2022-05-26 00:00:00+08:00,CFFEX.IC2206,23
2022-05-27 00:00:00+08:00,CFFEX.IC2206,22
2022-05-30 00:00:00+08:00,CFFEX.IC2206,21
2022-05-31 00:00:00+08:00,CFFEX.IC2206,18
2022-06-01 00:00:00+08:00,CFFEX.IC2206,17
2022-06-02 00:00:00+08:00,CFFEX.IC2206,16
2022-06-06 00:00:00+08:00,CFFEX.IC2206,14
2022-06-07 00:00:00+08:00,CFFEX.IC2206,11
2022-06-08 00:00:00+08:00,CFFEX.IC2206,10
2022-06-09 00:00:00+08:00,CFFEX.IC2206,9
2022-06-10 00:00:00+08:00,CFFEX.IC2206,8
2022-06-13 00:00:00+08:00,CFFEX.IC2206,7
2022-06-14 00:00:00+08:00,CFFEX.IC2206,4
2022-06-15 00:00:00+08:00,CFFEX.IC2206,3
2022-06-16 00:00:00+08:00,CFFEX.IC2207,30
2022-06-17 00:00:00+08:00,CFFEX.IC2207,29
2022-06-20 00:00:00+08:00,CFFEX.IC2207,28
2022-06-21 00:00:00+08:00,CFFEX.IC2207,25
2022-06-22 00:00:00+08:00,CFFEX.IC2207,24
2022-06-23 00:00:00+08:00,CFFEX.IC2207,23
2022-06-24 00:00:00+08:00,CFFEX.IC2207,22
2022-06-27 00:00:00+08:00,CFFEX.IC2207,21
2022-06-28 00:00:00+08:00,CFFEX.IC2207,18
2022-06-29 00:00:00+08:00,CFFEX.IC2207,17
2022-06-30 00:00:00+08:00,CFFEX.IC2207,16
2022-07-01 00:00:00+08:00,CFFEX.IC2207,15
2022-07-04 00:00:00+08:00,CFFEX.IC2207,14
2022-07-05 00:00:00+08:00,CFFEX.IC2207,11
2022-07-06 00:00:00+08:00,CFFEX.IC2207,10
2022-07-07 00:00:00+08:00,CFFEX.IC2207,9
2022-07-08 00:00:00+08:00,CFFEX.IC2207,8
2022-07-11 00:00:00+08:00,CFFEX.IC2207,7
2022-07-12 00:00:00+08:00,CFFEX.IC2207,4
2022-07-13 00:00:00+08:00,CFFEX.IC2207,3
2022-07-14 00:00:00+08:00,CFFEX.IC2208,37
2022-07-15 00:00:00+08:00,CFFEX.IC2208,36
2022-07-18 00:00:00+08:00,CFFEX.IC2208,35
2022-07-19 00:00:00+08:00,CFFEX.IC2208,32
2022-07-20 00:00:00+08:00,CFFEX.IC2208,31
2022-07-21 00:00:00+08:00,CFFEX.IC2208,30
2022-07-22 00:00:00+08:00,CFFEX.IC2208,29
2022-07-25 00:00:00+08:00,CFFEX.IC2208,28
2022-07-26 00:00:00+08:00,CFFEX.IC2208,25
2022-07-27 00:00:00+08:00,CFFEX.IC2208,24
2022-07-28 00:00:00+08:00,CFFEX.IC2208,23
2022-07-29 00:00:00+08:00,CFFEX.IC2208,22
2022-08-01 00:00:00+08:00,CFFEX.IC2208,21
2022-08-02 00:00:00+08:00,CFFEX.IC2208,18
2022-08-03 00:00:00+08:00,CFFEX.IC2208,17
2022-08-04 00:00:00+08:00,CFFEX.IC2208,16
2022-08-05 00:00:00+08:00,CFFEX.IC2208,15
2022-08-08 00:00:00+08:00,CFFEX.IC2208,14
2022-08-09 00:00:00+08:00,CFFEX.IC2208,11
2022-08-10 00:00:00+08:00,CFFEX.IC2208,10
2022-08-11 00:00:00+08:00,CFFEX.IC2208,9
2022-08-12 00:00:00+08:00,CFFEX.IC2208,8
2022-08-15 00:00:00+08:00,CFFEX.IC2208,7
2022-08-16 00:00:00+08:00,CFFEX.IC2208,4
2022-08-17 00:00:00+08:00,CFFEX.IC2208,3
2022-08-18 00:00:00+08:00,CFFEX.IC2209,30
2022-08-19 00:00:00+08:00,CFFEX.IC2209,29
2022-08-22 00:00:00+08:00,CFFEX.IC2209,28
2022-08-23 00:00:00+08:00,CFFEX.IC2209,25
2022-08-24 00:00:00+08:00,CFFEX.IC2209,24
2022-08-25 00:00:00+08:00,CFFEX.IC2209,23
2022-08-26 00:00:00+08:00,CFFEX.IC2209,22
2022-08-29 00:00:00+08:00,CFFEX.IC2209,21
2022-08-30 00:00:00+08:00,CFFEX.IC2209,18
2022-08-31 00:00:00+08:00,CFFEX.IC2209,17
2022-09-01 00:00:00+08:00,CFFEX.IC2209,16
2022-09-02 00:00:00+08:00,CFFEX.IC2209,15
2022-09-05 00:00:00+08:00,CFFEX.IC2209,14
2022-09-06 00:00:00+08:00,CFFEX.IC2209,11
2022-09-07 00:00:00+08:00,CFFEX.IC2209,10
2022-09-08 00:00:00+08:00,CFFEX.IC2209,9
2022-09-09 00:00:00+08:00,CFFEX.IC2209,8
2022-09-13 00:00:00+08:00,CFFEX.IC2209,4
2022-09-14 00:00:00+08:00,CFFEX.IC2209,3
2022-09-15 00:00:00+08:00,CFFEX.IC2210,37
2022-09-16 00:00:00+08:00,CFFEX.IC2210,36
2022-09-19 00:00:00+08:00,CFFEX.IC2210,35
2022-09-20 00:00:00+08:00,CFFEX.IC2210,32
2022-09-21 00:00:00+08:00,CFFEX.IC2210,31
2022-09-22 00:00:00+08:00,CFFEX.IC2210,30
2022-09-23 00:00:00+08:00,CFFEX.IC2210,29
2022-09-26 00:00:00+08:00,CFFEX.IC2210,28
2022-09-27 00:00:00+08:00,CFFEX.IC2210,25
2022-09-28 00:00:00+08:00,CFFEX.IC2210,24
2022-09-29 00:00:00+08:00,CFFEX.IC2210,23
2022-09-30 00:00:00+08:00,CFFEX.IC2210,22
2022-10-10 00:00:00+08:00,CFFEX.IC2210,14
2022-10-11 00:00:00+08:00,CFFEX.IC2210,11
2022-10-12 00:00:00+08:00,CFFEX.IC2210,10
2022-10-13 00:00:00+08:00,CFFEX.IC2210,9
2022-10-14 00:00:00+08:00,CFFEX.IC2210,8
2022-10-17 00:00:00+08:00,CFFEX.IC2210,7
2022-10-18 00:00:00+08:00,CFFEX.IC2210,4
2022-10-19 00:00:00+08:00,CFFEX.IC2210,3
2022-10-20 00:00:00+08:00,CFFEX.IC2211,30
2022-10-21 00:00:00+08:00,CFFEX.IC2211,29
2022-10-24 00:00:00+08:00,CFFEX.IC2211,28
2022-10-25 00:00:00+08:00,CFFEX.IC2211,25
2022-10-26 00:00:00+08:00,CFFEX.IC2211,24
2022-10-27 00:00:00+08:00,CFFEX.IC2211,23
2022-10-28 00:00:00+08:00,CFFEX.IC2211,22
2022-10-31 00:00:00+08:00,CFFEX.IC2211,21
2022-11-01 00:00:00+08:00,CFFEX.IC2211,18
2022-11-02 00:00:00+08:00,CFFEX.IC2211,17
2022-11-03 00:00:00+08:00,CFFEX.IC2211,16
2022-11-04 00:00:00+08:00,CFFEX.IC2211,15
2022-11-07 00:00:00+08:00,CFFEX.IC2211,14
2022-11-08 00:00:00+08:00,CFFEX.IC2211,11
2022-11-09 00:00:00+08:00,CFFEX.IC2211,10
2022-11-10 00:00:00+08:00,CFFEX.IC2211,9
2022-11-11 00:00:00+08:00,CFFEX.IC2211,8
2022-11-14 00:00:00+08:00,CFFEX.IC2211,7
2022-11-15 00:00:00+08:00,CFFEX.IC2211,4
2022-11-16 00:00:00+08:00,CFFEX.IC2211,3
2022-11-17 00:00:00+08:00,CFFEX.IC2212,30
2022-11-18 00:00:00+08:00,CFFEX.IC2212,29
2022-11-21 00:00:00+08:00,CFFEX.IC2212,28
2022-11-22 00:00:00+08:00,CFFEX.IC2212,25
2022-11-23 00:00:00+08:00,CFFEX.IC2212,24
2022-11-24 00:00:00+08:00,CFFEX.IC2212,23
2022-11-25 00:00:00+08:00,CFFEX.IC2212,22
2022-11-28 00:00:00+08:00,CFFEX.IC2212,21
2022-11-29 00:00:00+08:00,CFFEX.IC2212,18
2022-11-30 00:00:00+08:00,CFFEX.IC2212,17
2022-12-01 00:00:00+08:00,CFFEX.IC2212,16
2022-12-02 00:00:00+08:00,CFFEX.IC2212,15
2022-12-05 00:00:00+08:00,CFFEX.IC2212,14
2022-12-06 00:00:00+08:00,CFFEX.IC2212,11
2022-12-07 00:00:00+08:00,CFFEX.IC2212,10
2022-12-08 00:00:00+08:00,CFFEX.IC2212,9
2022-12-09 00:00:00+08:00,CFFEX.IC2212,8
2022-12-12 00:00:00+08:00,CFFEX.IC2212,7
2022-12-13 00:00:00+08:00,CFFEX.IC2212,4
2022-12-14 00:00:00+08:00,CFFEX.IC2212,3
2022-12-15 00:00:00+08:00,CFFEX.IC2301,37
2022-12-16 00:00:00+08:00,CFFEX.IC2301,36
2022-12-19 00:00:00+08:00,CFFEX.IC2301,35
2022-12-20 00:00:00+08:00,CFFEX.IC2301,32
2022-12-21 00:00:00+08:00,CFFEX.IC2301,31
2022-12-22 00:00:00+08:00,CFFEX.IC2301,30
2022-12-23 00:00:00+08:00,CFFEX.IC2301,29
2022-12-26 00:00:00+08:00,CFFEX.IC2301,28
2022-12-27 00:00:00+08:00,CFFEX.IC2301,25
2022-12-28 00:00:00+08:00,CFFEX.IC2301,24
2022-12-29 00:00:00+08:00,CFFEX.IC2301,23
2022-12-30 00:00:00+08:00,CFFEX.IC2301,22
2023-01-03 00:00:00+08:00,CFFEX.IC2301,18
2023-01-04 00:00:00+08:00,CFFEX.IC2301,17
2023-01-05 00:00:00+08:00,CFFEX.IC2301,16
2023-01-06 00:00:00+08:00,CFFEX.IC2301,15
2023-01-09 00:00:00+08:00,CFFEX.IC2301,14
2023-01-10 00:00:00+08:00,CFFEX.IC2301,11
2023-01-11 00:00:00+08:00,CFFEX.IC2301,10
2023-01-12 00:00:00+08:00,CFFEX.IC2301,9
2023-01-13 00:00:00+08:00,CFFEX.IC2301,8
2023-01-16 00:00:00+08:00,CFFEX.IC2301,7
2023-01-17 00:00:00+08:00,CFFEX.IC2301,4
2023-01-18 00:00:00+08:00,CFFEX.IC2301,3
2023-01-19 00:00:00+08:00,CFFEX.IC2302,30
2023-01-20 00:00:00+08:00,CFFEX.IC2302,29
2023-01-30 00:00:00+08:00,CFFEX.IC2302,21
2023-01-31 00:00:00+08:00,CFFEX.IC2302,18
2023-02-01 00:00:00+08:00,CFFEX.IC2302,17
2023-02-02 00:00:00+08:00,CFFEX.IC2302,16
2023-02-03 00:00:00+08:00,CFFEX.IC2302,15
2023-02-06 00:00:00+08:00,CFFEX.IC2302,14
2023-02-07 00:00:00+08:00,CFFEX.IC2302,11
2023-02-08 00:00:00+08:00,CFFEX.IC2302,10
2023-02-09 00:00:00+08:00,CFFEX.IC2302,9
2023-02-10 00:00:00+08:00,CFFEX.IC2302,8
2023-02-13 00:00:00+08:00,CFFEX.IC2302,7
2023-02-14 00:00:00+08:00,CFFEX.IC2302,4
2023-02-15 00:00:00+08:00,CFFEX.IC2302,3
2023-02-16 00:00:00+08:00,CFFEX.IC2303,30
2023-02-17 00:00:00+08:00,CFFEX.IC2303,29
2023-02-20 00:00:00+08:00,CFFEX.IC2303,28
2023-02-21 00:00:00+08:00,CFFEX.IC2303,25
2023-02-22 00:00:00+08:00,CFFEX.IC2303,24
2023-02-23 00:00:00+08:00,CFFEX.IC2303,23
2023-02-24 00:00:00+08:00,CFFEX.IC2303,22
2023-02-27 00:00:00+08:00,CFFEX.IC2303,21
2023-02-28 00:00:00+08:00,CFFEX.IC2303,18
2023-03-01 00:00:00+08:00,CFFEX.IC2303,17
2023-03-02 00:00:00+08:00,CFFEX.IC2303,16
2023-03-03 00:00:00+08:00,CFFEX.IC2303,15
2023-03-06 00:00:00+08:00,CFFEX.IC2303,14
2023-03-07 00:00:00+08:00,CFFEX.IC2303,11
2023-03-08 00:00:00+08:00,CFFEX.IC2303,10
2023-03-09 00:00:00+08:00,CFFEX.IC2303,9
2023-03-10 00:00:00+08:00,CFFEX.IC2303,8
2023-03-13 00:00:00+08:00,CFFEX.IC2303,7
2023-03-14 00:00:00+08:00,CFFEX.IC2303,4
2023-03-15 00:00:00+08:00,CFFEX.IC2303,3
2023-03-16 00:00:00+08:00,CFFEX.IC2304,37
2023-03-17 00:00:00+08:00,CFFEX.IC2304,36
2023-03-20 00:00:00+08:00,CFFEX.IC2304,35
2023-03-21 00:00:00+08:00,CFFEX.IC2304,32
2023-03-22 00:00:00+08:00,CFFEX.IC2304,31
2023-03-23 00:00:00+08:00,CFFEX.IC2304,30
2023-03-24 00:00:00+08:00,CFFEX.IC2304,29
2023-03-27 00:00:00+08:00,CFFEX.IC2304,28
2023-03-28 00:00:00+08:00,CFFEX.IC2304,25
2023-03-29 00:00:00+08:00,CFFEX.IC2304,24
2023-03-30 00:00:00+08:00,CFFEX.IC2304,23
2023-03-31 00:00:00+08:00,CFFEX.IC2304,22
2023-04-03 00:00:00+08:00,CFFEX.IC2304,21
2023-04-04 00:00:00+08:00,CFFEX.IC2304,18
2023-04-06 00:00:00+08:00,CFFEX.IC2304,16
2023-04-07 00:00:00+08:00,CFFEX.IC2304,15
2023-04-10 00:00:00+08:00,CFFEX.IC2304,14
2023-04-11 00:00:00+08:00,CFFEX.IC2304,11
2023-04-12 00:00:00+08:00,CFFEX.IC2304,10
2023-04-13 00:00:00+08:00,CFFEX.IC2304,9
2023-04-14 00:00:00+08:00,CFFEX.IC2304,8
2023-04-17 00:00:00+08:00,CFFEX.IC2304,7
2023-04-18 00:00:00+08:00,CFFEX.IC2304,4
2023-04-19 00:00:00+08:00,CFFEX.IC2304,3
2023-04-20 00:00:00+08:00,CFFEX.IC2305,30
2023-04-21 00:00:00+08:00,CFFEX.IC2305,29
2023-04-24 00:00:00+08:00,CFFEX.IC2305,28
2023-04-25 00:00:00+08:00,CFFEX.IC2305,25
2023-04-26 00:00:00+08:00,CFFEX.IC2305,24
2023-04-27 00:00:00+08:00,CFFEX.IC2305,23
2023-04-28 00:00:00+08:00,CFFEX.IC2305,22
2023-05-04 00:00:00+08:00,CFFEX.IC2305,16
2023-05-05 00:00:00+08:00,CFFEX.IC2305,15
2023-05-08 00:00:00+08:00,CFFEX.IC2305,14
2023-05-09 00:00:00+08:00,CFFEX.IC2305,11
2023-05-10 00:00:00+08:00,CFFEX.IC2305,10
2023-05-11 00:00:00+08:00,CFFEX.IC2305,9
2023-05-12 00:00:00+08:00,CFFEX.IC2305,8
2023-05-15 00:00:00+08:00,CFFEX.IC2305,7
2023-05-16 00:00:00+08:00,CFFEX.IC2305,4
2023-05-17 00:00:00+08:00,CFFEX.IC2305,3
2023-05-18 00:00:00+08:00,CFFEX.IC2306,30
2023-05-19 00:00:00+08:00,CFFEX.IC2306,29
2023-05-22 00:00:00+08:00,CFFEX.IC2306,28
2023-05-23 00:00:00+08:00,CFFEX.IC2306,25
2023-05-24 00:00:00+08:00,CFFEX.IC2306,24
2023-05-25 00:00:00+08:00,CFFEX.IC2306,23
2023-05-26 00:00:00+08:00,CFFEX.IC2306,22
2023-05-29 00:00:00+08:00,CFFEX.IC2306,21
2023-05-30 00:00:00+08:00,CFFEX.IC2306,18
2023-05-31 00:00:00+08:00,CFFEX.IC2306,17
2023-06-01 00:00:00+08:00,CFFEX.IC2306,16
2023-06-02 00:00:00+08:00,CFFEX.IC2306,15
2023-06-05 00:00:00+08:00,CFFEX.IC2306,14
2023-06-06 00:00:00+08:00,CFFEX.IC2306,11
2023-06-07 00:00:00+08:00,CFFEX.IC2306,10
2023-06-08 00:00:00+08:00,CFFEX.IC2306,9
2023-06-09 00:00:00+08:00,CFFEX.IC2306,8
2023-06-12 00:00:00+08:00,CFFEX.IC2306,7
2023-06-13 00:00:00+08:00,CFFEX.IC2306,4
2023-06-14 00:00:00+08:00,CFFEX.IC2306,3
2023-06-15 00:00:00+08:00,CFFEX.IC2307,37
2023-06-16 00:00:00+08:00,CFFEX.IC2307,36
2023-06-19 00:00:00+08:00,CFFEX.IC2307,35
2023-06-20 00:00:00+08:00,CFFEX.IC2307,32
2023-06-21 00:00:00+08:00,CFFEX.IC2307,31
2023-06-26 00:00:00+08:00,CFFEX.IC2307,28
2023-06-27 00:00:00+08:00,CFFEX.IC2307,25
2023-06-28 00:00:00+08:00,CFFEX.IC2307,24
2023-06-29 00:00:00+08:00,CFFEX.IC2307,23
2023-06-30 00:00:00+08:00,CFFEX.IC2307,22
2023-07-03 00:00:00+08:00,CFFEX.IC2307,21
2023-07-04 00:00:00+08:00,CFFEX.IC2307,18
2023-07-05 00:00:00+08:00,CFFEX.IC2307,17
2023-07-06 00:00:00+08:00,CFFEX.IC2307,16
2023-07-07 00:00:00+08:00,CFFEX.IC2307,15
2023-07-10 00:00:00+08:00,CFFEX.IC2307,14
2023-07-11 00:00:00+08:00,CFFEX.IC2307,11
2023-07-12 00:00:00+08:00,CFFEX.IC2307,10
2023-07-13 00:00:00+08:00,CFFEX.IC2307,9
2023-07-14 00:00:00+08:00,CFFEX.IC2307,8
2023-07-17 00:00:00+08:00,CFFEX.IC2307,7
2023-07-18 00:00:00+08:00,CFFEX.IC2307,4
2023-07-19 00:00:00+08:00,CFFEX.IC2307,3
2023-07-20 00:00:00+08:00,CFFEX.IC2308,30
2023-07-21 00:00:00+08:00,CFFEX.IC2308,29
2023-07-24 00:00:00+08:00,CFFEX.IC2308,28
2023-07-25 00:00:00+08:00,CFFEX.IC2308,25
2023-07-26 00:00:00+08:00,CFFEX.IC2308,24
2023-07-27 00:00:00+08:00,CFFEX.IC2308,23
2023-07-28 00:00:00+08:00,CFFEX.IC2308,22
2023-07-31 00:00:00+08:00,CFFEX.IC2308,21
2023-08-01 00:00:00+08:00,CFFEX.IC2308,18
2023-08-02 00:00:00+08:00,CFFEX.IC2308,17
2023-08-03 00:00:00+08:00,CFFEX.IC2308,16
2023-08-04 00:00:00+08:00,CFFEX.IC2308,15
2023-08-07 00:00:00+08:00,CFFEX.IC2308,14
2023-08-08 00:00:00+08:00,CFFEX.IC2308,11
2023-08-09 00:00:00+08:00,CFFEX.IC2308,10
2023-08-10 00:00:00+08:00,CFFEX.IC2308,9
2023-08-11 00:00:00+08:00,CFFEX.IC2308,8
2023-08-14 00:00:00+08:00,CFFEX.IC2308,7
2023-08-15 00:00:00+08:00,CFFEX.IC2308,4
2023-08-16 00:00:00+08:00,CFFEX.IC2309,31
2023-08-17 00:00:00+08:00,CFFEX.IC2309,30
2023-08-18 00:00:00+08:00,CFFEX.IC2309,29
2023-08-21 00:00:00+08:00,CFFEX.IC2309,28
2023-08-22 00:00:00+08:00,CFFEX.IC2309,25
2023-08-23 00:00:00+08:00,CFFEX.IC2309,24
2023-08-24 00:00:00+08:00,CFFEX.IC2309,23
2023-08-25 00:00:00+08:00,CFFEX.IC2309,22
